,year,month,text
1557,1996,July,"July 19 The 1996 Summer Olympics in Atlanta, United States, begin. Bosnian Serb President Radovan Karadi resigns from public office in Republika Srpska after being indicted for war crimes."
1558,1996,July,"July 21  The Saguenay Flood, one of Canada's most costly natural disasters, is caused by flooding on the Saguenay River in Quebec."
1559,1996,July,July 24  The Dehiwala train bombing kills 56 commuters outside Colombo.
1560,1996,July,"July 25  The Tutsi-led Burundian army performs a coup and reinstalls previous president Pierre Buyoya, ousting current president Sylvestre Ntibantunganya."
1561,1996,July,"July 27 The Centennial Olympic Park bombing at the 1996 Summer Olympics kills one person and injures 111. Indonesian government forces attacked the head office of the Indonesian Democratic Party, which was being occupied by supporters of recently ousted party leader Megawati Sukarnoputri."
1562,1996,July,"July 28  The remains of a man who lived 8,000 to 9,000 years ago are discovered in Kennewick, Washington and Are named Kennewick Man."
1563,1996,August,August The first three-parent baby is conceived in New Jersey through mitochondrial donation.[5] The invasive species Asian long-horned beetle is found in New York City.
1564,1996,August,August 1 Sarah Balabagan returns to the Philippines. A pro-democracy demonstration supporting Megawati Sukarnoputri in Indonesia is broken up by riot police.
1565,1996,August,August 4  The 1996 Summer Olympics conclude.
1566,1996,August,"August 6  NASA announces that the Allan Hills 84001 meteorite, thought to originate from Mars, may contain evidence of primitive lifeforms; further tests are inconclusive."
1567,1996,August,"August 7  Heavy rains kill more than 80 campers near Huesca, Spain."
1568,1996,August,August 9  Boris Yeltsin is sworn in at the Kremlin for a second term as President of Russia.
1569,1996,August,August 13  Data sent back by the Galileo space probe indicates there may be water on one of Jupiter's moons.
1570,1996,August,"August 14  A rocket ignited during a fireworks display in Arequipa, Peru knocks down a high-tension power cable into a dense crowd, electrocuting 35 people."
1571,1996,August,"August 15  Bob Dole is nominated for President of the United States, and Jack Kemp for vice president, at the Republican National Convention in San Diego, California."
1572,1996,August,"August 16  Brookfield Zoo, Chicago. After a 3-year-old boy falls into the 20-foot (6.1m) deep gorilla enclosure, Binti Jua, a female lowland gorilla sits with the injured boy until his rescue."
1573,1996,August,"August 21 Former State President of South Africa, F. W. de Klerk, makes an official apology for crimes committed under Apartheid to the Truth and Reconciliation Commission in Cape Town. In the UK, Queen Elizabeth II issues letters patent on divorced former wives of British princes, taking away from the ex-wives the attribute and style of Royal Highness. With that Sarah, Duchess of York as well as Diana, Princess of Wales legally cease to be Royals, but they remain as non-royal Duchess and Princess."
1574,1996,August,"August 23  Osama bin Laden writes ""The Declaration of Jihad on the Americans Occupying the Country of the Two Sacred Places,"" a call for the removal of American military forces from Saudi Arabia."
1575,1996,August,"August 28  Their Royal Highnesses, the Prince and Princess of Wales, are formally divorced at the High Court of Justice in London. Her Royal Highness The Princess of Wales is restyled Diana, Princess of Wales, due to the Queen's letters patent issued a week earlier."
1576,1996,August,"August 29 U.S. President Bill Clinton and Vice President Al Gore are re-nominated at the Democratic National Convention in Chicago. A Russian Tupolev 154 jetliner crashes into a mountain as it approaches the airport at Spitsbergen, Norway, killing all 141 people on board."
1577,1996,August,August 31  Iraq disarmament crisis: Iraqi forces launch an offensive into the northern No-Fly Zone and capture Arbil.
1578,1996,September,September 2  A permanent peace agreement is signed at the Malacaan Palace between the Government of the Philippines and the Moro National Liberation Front.
1579,1996,September,September 3  The United States launches Operation Desert Strike against Iraq in reaction to the attack on Arbil.
1580,1996,September,"September 4  The Revolutionary Armed Forces of Colombia attack a military base in Guaviare, Colombia, starting three weeks of guerrilla warfare that will claim the lives of at least 130 Colombians."
1581,1996,September,"September 5  Hurricane Fran makes landfall near Cape Fear, North Carolina as a Category 3 storm with 115mph (185km/h) sustained winds.  Fran caused over $3billion in damages ($4.89billion in present-day terms[4]) and killed 27 people, mainly in North Carolina.  The name ""Fran"" was retired due to the extensive damage."
1582,1996,September,September 10  Comprehensive Nuclear Test Ban Treaty (CTBT) signed (it will be ratified 180 days after ratification by 44 Annex 2 countries).
1583,1996,September,September 13  Alija Izetbegovi is elected President of Bosnia and Herzegovina in the country's first election since the Bosnian War.
1584,1996,September,September 18  A North Korean Sang-O class submarine runs aground in South Korea. The crew are described as spies by the South Korean government and killed by the South Korean military.
1585,1996,September,September 20  Leader of Pakistani opposition party Pakistan Peoples Party Murtaza Bhutto is killed during a gunfight with police.
1586,1996,September,September 22  The Panhellenic Socialist Movement under the leadership of Costas Simitis succeeds in the 1996 Greek legislative election.
1587,1996,September,September 24  U.S. President Bill Clinton signs the Comprehensive Nuclear-Test-Ban Treaty at the United Nations.
1588,1996,September,September 26  Nintendo introduces in American market the new game console with the name Nintendo 64.
1589,1996,September,"September 27  In Afghanistan, the Taliban capture the capital city of Kabul, after driving out President Burhanuddin Rabbani and executing former leader Mohammad Najibullah."
1590,1996,September,September 29 - The final NASCAR race is held at North Wilkesboro Speedway and is won by Jeff Gordon
1591,1996,October,"October 2 The former Prime Minister of Bulgaria, Andrey Lukanov, is assassinated. Aeroper Flight 603 crashes into the Pacific Ocean when the instruments fail just after takeoff from Lima Airport, killing all 70 people on board."
1592,1996,October,October 6  The government of New Zealand agrees to pay $130million worth of compensation for the loss of land suffered by the Mori population between the years of 1844 and 1864.
1593,1996,October,October 10  Time Warner completes its million-dollar acquisition of the Turner Broadcasting System.
1594,1996,October,"October 22  A fire at La Planta prison in southwest Caracas, Venezuela, kills thirty prisoners."
1595,1996,October,October 30  Fighting erupts when Banyamulenga Tutsis of Laurent Kabila in Zaire seize Uvira and proceed to kill Hutu refugees.
1596,1996,October,"October 31  TAM Transportes Areos Regionais Flight 402 crashes into a densely populated area of So Paulo, killing all 96 people on board."
1597,1996,November,November  Iraq disarmament crisis: UNSCOM inspectors uncover buried prohibited missile parts. Iraq refuses to allow UNSCOM teams to remove remnants of missile engines for analysis outside of the country.
1598,1996,November,"November 5 1996 United States presidential election: Incumbent Democratic President Bill Clinton defeats his Republican challenger, Bob Dole. Pakistani Prime Minister Benazir Bhutto's government is dismissed by President Farooq Leghari after widespread allegations of corruption."
1599,1996,November,"November 7 A category 4 cyclone strikes Andhra Pradesh, India, killing more than 2,000 people. NASA launches the Mars Global Surveyor."
1600,1996,November,November 8  All 141 people on board a Nigerian-owned Boeing 727 die when the aircraft crashes into the Atlantic Ocean while approaching Lagos airport.
1601,1996,November,"November 12  Saudi Arabian Airlines Boeing 747 collides in mid-air with Kazakhstan Airlines Il-76 in New Delhi, India, resulting in the loss of 349 lives."
1602,1996,November,"November 17 A bomb exploded in Kaspiysk, Russia, killing 32 people. Emil Constantinescu is elected as President of Romania."
1603,1996,November,November 18  Frederick Chiluba is re-elected as President of Zambia.
1604,1996,November,"November 19 Martin Bryant is sentenced to 35 consecutive sentences of life imprisonment plus 1,035 years without parole for murdering 35 people in a shooting spree in Tasmania earlier this year. Preparatory Commission for the Comprehensive Nuclear Test Ban Organization (CTBTO) established. STS-80: Space Shuttle Columbia conducts the longest mission of the Space Shuttle program."
1605,1996,November,"November 20  The 1996 Garley Building fire occurred in Hong Kong, resulting in 41 deaths and 81 injuries."
1606,1996,November,"November 21  A propane explosion at the Humberto Vidal shoe store and office building in San Juan, Puerto Rico kills 33 people."
1607,1996,November,"November 23 The Republic of Angola officially joins the World Trade Organization as Angola. Ethiopian Airlines Flight 961 is hijacked, then crashes into the Indian Ocean off the coast of Comoros after running out of fuel, killing 125. Tamagotchi is released in Japan by Bandai."
1608,1996,November,"November 25  An ice storm strikes the U.S., killing 26 directly and hundreds more from accidents.  A powerful windstorm blasts Florida with winds gusts up to 90mph."
1609,1996,December,December 9  Jerry Rawlings is re-elected as President of Ghana.
1610,1996,December,"December 11  Tung Chee-hwa is appointed to become the new leader of Hong Kong after it reverts to Chinese rule on July 1, 1997 at the end a 99-year lease to the United Kingdom."
1611,1996,December,December 13  Ghanaian diplomat Kofi Annan is elected by the United Nations Security Council the next Secretary-General of the United Nations.
1612,1996,December,"December 17  The Tpac Amaru Revolutionary Movement takes 72 hostages in the Japanese Embassy in Lima, Peru."
1613,1996,December,December 25  At least 283 migrants drown in the sinking of F174 near Capo Passero (Sicily).
1614,1996,December,"December 26 The largest strike in South Korean history begins. Six-year-old JonBent Ramsey is found beaten and strangled in the basement of her family's home in Boulder, Colorado."
1615,1996,December,"December 27  Taliban forces retake the strategic Bagram Air Base, solidifying their buffer zone around Kabul."
1616,1996,December,December 29  Guatemala and the leaders of the Guatemalan National Revolutionary Unity sign a peace accord that ends the 36-year Guatemalan Civil War.
1617,1996,December,"December 30  In the Indian state of Assam, a passenger train is bombed by Bodo separatists, killing 26."
1618,1997,January,January 1  The Emergency Alert System is first introduced in the US.[importance?]
1619,1997,January,"January 17 A Delta II rocket carrying a military GPS payload explodes, shortly after liftoff from Cape Canaveral. Daft Punks Debut Album, Homework, is released internationally around the world."
1620,1997,January,"January 18  In northwest Rwanda, Hutu militia members kill 6 Spanish aid workers, three soldiers, and seriously wound another."
1621,1997,January,"January 19  Yasser Arafat returns to Hebron after more than 30 years, and joins celebrations over the handover of the last Israeli-controlled West Bank city."
1622,1997,January,January 20  Bill Clinton is sworn in for a second term as President of the United States.
1623,1997,January,"January 22  Madeleine Albright becomes the first female Secretary of State, after confirmation by the United States Senate."
1624,1997,February,"February 4 On their way to Lebanon, two Israeli troop-transport helicopters collide, killing 73. After at first contesting the results, Serbian President Slobodan Miloevi recognizes opposition victories in the November 1996 elections."
1625,1997,February,February 10  Sandline affair: Australian newspapers publish stories that the government of Papua New Guinea has brought mercenaries onto Bougainville Island.
1626,1997,February,February 13  STS-82: Tune-up and repair work on the Hubble Space Telescope is started by astronauts from the Space Shuttle Discovery.
1627,1997,February,"February 22  In Roslin, Scotland, scientists announce that an adult sheep named Dolly had been successfully cloned, and was born in July 1996."
1628,1997,February,February 27  Divorce becomes legal in the Republic of Ireland.
1629,1997,February,"February 28  North Hollywood shootout: Two robbers, wearing kevlar body armor, and armed with AK-47s containing armor-piercing bullets, injure 17 police officers and civilians in a gun battle. The incident sparks debate on the appropriate firepower for United States patrol officers to have available in similar situations in the future.[relevant?   discuss]"
1630,1997,March,March 4  U.S. President Bill Clinton bans federal funding for any research on human cloning.
1631,1997,March,"March 7  In Sri Lanka, the Tamil Tigers overrun a military base and kill at least 100."
1632,1997,March,"March 13 India's Missionaries of Charity chooses Sister Nirmala, to succeed Mother Teresa as its leader. The National People's Congress of the People's Republic of China creates a new Chongqing Municipality, out of part of Sichuan."
1633,1997,March,"March 14  A study of gender reassignment of a boy who lost his penis to a botched circumcision is exposed as fraudulent. The supposedly successful outcome had been widely cited as proof that gender was determined by nurture, yet the patient, David Reimer, was deeply unhappy and had returned to his original gender by the age of 15, thus indicating the opposite thesis.[1]"
1634,1997,March,"March 16  Sandline affair: On Bougainville Island, soldiers of commander Jerry Singirok arrest Tim Spicer and his mercenaries of the Sandline International."
1635,1997,March,"March 18  The tail of a Russian An-24 charter plane breaks off while en route to Turkey, causing the plane to crash, killing all 50 on board, and resulting in the grounding of all An-24s."
1636,1997,March,"March 21  In Zaire, tienne Tshisekedi is appointed prime minister; he ejects supporters of Mobutu Sese Seko from his cabinet."
1637,1997,March,March 22  The Comet HaleBopp makes its closest approach to Earth.
1638,1997,March,"March 24  The 69th Academy Awards, hosted by Billy Crystal, are held at the Shrine Auditorium in Los Angeles, with The English Patient winning Best Picture. During the event, the DVD format is launched in the United States."
1639,1997,March,"March 24  26  In San Diego, 39 Heaven's Gate cultists commit mass suicide at their compound."
1640,1997,March,"March 26  Julius Chan resigns as prime minister of Papua New Guinea, ending the Sandline affair."
1641,1997,March,March 30  Channel 5 began broadcasting and was the fifth and final national terrestrial analogue network in the United Kingdom.
1642,1997,April,"April 1  The Pokmon anime debuts in Japan, at TV Tokyo."
1643,1997,April,April 3  The Thalit massacre in Algeria: all but 1 of the 53 inhabitants of Thalit are killed by guerrillas.
1644,1997,April,"April 14 Fire breaks out in a pilgrim camp on the Plain of Mena, 11 kilometres (6.8mi) from Mecca; 343 die. Former S.S. Captain Erich Priebke is retried; on July 22 he is sentenced to five years in prison."
1645,1997,April,"April 18  The Red River of the North breaks through dikes and floods Grand Forks, North Dakota, and East Grand Forks, Minnesota, causing US$2billion in damage."
1646,1997,April,"April 21  A Pegasus rocket carries the remains of 24 people into earth orbit, in the first space burial."
1647,1997,April,"April 22 Haouch Khemisti massacre: 93 villagers  are killed in Algeria. A 126-day hostage crisis at the residence of the Japanese ambassador in Lima, Peru."
1648,1997,April,April 23  42 villagers are killed in the Omaria massacre in Algeria.
1649,1997,April,"April 29 The Organisation for the Prohibition of Chemical Weapons (OPCW), CWC treaty enters into force. Two trains crash at Hunan, China; 126 are killed."
1650,1997,May,"May 2  The Labour Party of the United Kingdom returns to power for the first time in 18 years, with Tony Blair becoming Prime Minister, in a landslide majority in the 1997 general election."
1651,1997,May,May 3  Katrina and the Waves win the Eurovision Song Contest 1997 for the UK with Love Shine a Light.
1652,1997,May,May 9  The first genetically modified three-parent baby is born.[2]
1653,1997,May,"May 10  The 7.3 Mw Qayen earthquake strikes eastern Iran with a maximum Mercalli intensity of X (Extreme). At least 1,567 were killed and 2,300 were injured."
1654,1997,May,"May 11  IBM's Deep Blue defeats Garry Kasparov in the last game of the rematch, the first time a computer beats a chess World champion in a match."
1655,1997,May,"May 12 The RussianChechen Peace Treaty is signed. An F1-rated tornado strikes downtown Miami, causing $525,000 in damages. Pictures and videos of this tornado made news headlines around the world."
1656,1997,May,"May 15  The United States government acknowledges existence of the ""Secret War"" in Laos (19531975) during the Vietnam War, and dedicates the Laos Memorial in honor of Hmong and other ""Secret War"" veterans."
1657,1997,May,May 16 President Mobutu Sese Seko is exiled from Zaire. U.S. President Bill Clinton issues a formal apology to the surviving victims of the Tuskegee Study of Untreated Syphilis in the Negro Male and their families.
1658,1997,May,May 17  Troops of Laurent Kabila march into Kinshasa.
1659,1997,May,May 21 - Radiohead releases OK Computer.
1660,1997,May,May 23  Mohammad Khatami wins the 1997 Iranian presidential election and becomes the first Iranian Reformist president.
1661,1997,May,May 25  A military coup in Sierra Leone replaces President Ahmad Tejan Kabbah with Major Johnny Paul Koroma.
1662,1997,May,"May 27  The second-deadliest tornado of the 1990s hits in Jarrell, Texas, killing 27 people."
1663,1997,May,"May 31  The 13-kilometer Confederation Bridge, the world's longest bridge spanning ice-covered waters, opens between Prince Edward Island and New Brunswick, Canada."
1664,1997,June,"June 1 Socialist Party-led Centre-left coalition won the second-round in 1997 French legislative elections, began with the third Cohabitation (19972002). Hugo Banzer wins the Presidential elections in Bolivia."
1665,1997,June,"June 2  In Denver, Colorado, Timothy McVeigh is convicted on 15 counts of murder and conspiracy for his role in the 1995 Oklahoma City bombing."
1666,1997,June,"June 10  Khmer Rouge leader Pol Pot orders the killing of his defense chief, Son Sen, and 11 of Sen's family members, before Pol Pot flees his northern stronghold."
1667,1997,June,"June 11  In the United Kingdom, the House of Commons votes for a total ban on handguns."
1668,1997,June,June 13  A jury sentences Timothy McVeigh to death for his part in the 1995 Oklahoma City bombing.
1669,1997,June,June 16  About 50 people are killed in the Daat Labguer (M'sila) massacre in Algeria.
1670,1997,June,June 21  The Women's National Basketball Association (WNBA) plays its first game at The Great Western Forum in Los Angeles.[3]
1671,1997,June,"June 25 A massive eruption of the Soufrire Hills volcano on the island of Montserrat leads to evacuation and eventual abandonment of the capital, Plymouth. An unmanned Progress spacecraft collides with the Russian space station Mir."
1672,1997,June,"June 26  Bertie Ahern is appointed as the 10th Taoiseach of the Republic of Ireland and Mary Harney is appointed as the 16th, and first female, Tnaiste, after their parties, Fianna Fil and the Progressive Democrats respectively, win the 1997 General Election."
1673,1997,June,June 26  Bloomsbury Publishing publishes J. K. Rowling's Harry Potter and the Philosopher's Stone in London.
1674,1997,July,"July  The 1997 Central European flood occurs across Poland, Germany, and the Czech Republic."
1675,1997,July,July 1  The United Kingdom hands sovereignty of Hong Kong to the People's Republic of China.
1676,1997,July,"July 2  The Bank of Thailand floats the baht, triggering the Asian financial crisis."
1677,1997,July,July 4  NASA's Pathfinder space probe lands on the surface of Mars.
1678,1997,July,"July 5 In Cambodia, Hun Sen of the Cambodian People's Party overthrows Norodom Ranariddh in a coup. The Egyptian Islamic Group announces a cessation-of-violence initiative."
1679,1997,July,"July 8  NATO invites the Czech Republic, Hungary, and Poland to join the alliance in 1999."
1680,1997,July,"July 10  In London, scientists report their DNA analysis findings from a Neanderthal skeleton, which support the out of Africa theory of human evolution, placing an ""African Eve"" at 100,000 to 200,000 years ago."
1681,1997,July,July 11  Thailand's worst hotel fire at Pattaya kills 90.
1682,1997,July,"July 13  The remains of Che Guevara are returned to Cuba for burial, alongside some of his comrades. Guevara and his comrades were executed on October 9 1967 in Bolivia."
1683,1997,July,July 15  Spree killer Andrew Cunanan shoots fashion designer Gianni Versace dead outside Versace's Miami residence.
1684,1997,July,July 17  The F. W. Woolworth Company closes after 117 years in business.
1685,1997,July,July 25  K. R. Narayanan is sworn in as India's 10th president and the first member of the Dalit caste to hold this office.
1686,1997,July,July 27  About 50 are killed in the Si Zerrouk massacre in Algeria.
1687,1997,July,July 30  18 people are killed in the Thredbo landslide in the Snowy Mountains resort in Australia.
1688,1997,August,August 1  Boeing and McDonnell Douglas complete a merger.
1689,1997,August,August 3  Between 40 and 76 villagers are killed in the Oued El-Had and Mezouara massacre in Algeria.
1690,1997,August,August 3  11  Two of the three islands of the Union of the Comoros  Anjouan and Mohli  attempt to revert to colonial rule by France. The plan fails when the French government of President Jacques Chirac refuses to recolonize them resulting in the two islands being reintegrated into the Comoros over the next two years.
1691,1997,August,"August 4  Jeanne Calment, the oldest person ever, dies at age 122 years 164 days in Arles, France."
1692,1997,August,"August 6  Korean Air Flight 801 crash lands west of Guam International Airport, resulting in the deaths of 228 people."
1693,1997,August,"August 20  More than 60 are killed, 15 kidnapped in the Souhane massacre in Algeria."
1694,1997,August,"August 26 60100 are killed in the Beni Ali massacre in Algeria. The Independent International Commission on Decommissioning is set up in Northern Ireland, as part of a peace process."
1695,1997,August,August 29  Over 98 (and possibly up to 400) are killed in the Rais massacre in Algeria.
1696,1997,August,"August 31  Death of Diana, Princess of Wales: Diana, Princess of Wales is taken to a hospital after a car accident shortly after midnight, in the Pont de l'Alma road tunnel in Paris. She is pronounced dead at 4:00am.[4]"
1697,1997,September,"September 1  Dublin Regulation on treatment of applications for right of asylum under European Union law first comes into f Over 87 are killed in the Beni Messous massacre in Algeria. The International Olympic Committee picks Athens, Greece, to be the host city for the 2004 Summer Olympics.[5]"
1698,1997,September,"September 6  The funeral of Diana, Princess of Wales, takes place at Westminster Abbey, watched by over two billion people worldwide."
1699,1997,September,September 11  Scotland votes in favour of a devolved Parliament forming the Scottish Parliament less than two years later
1700,1997,September,September 13  Iraq disarmament crisis:
1701,1997,September,September 12  The Dunbar Armored robbery in Los Angeles is the largest cash robbery in the United States.
1702,1997,September,September 15  The Norwegian parliamentary election was held in Norway.
1703,1997,September,"September 17  Iraq disarmament crisis: While waiting for access to a site, UNSCOM inspectors witness and videotape Iraqi guards moving files, burning documents, and dumping waste cans into a nearby river."
1704,1997,September,"September 18 Wales votes in favour of devolution and the formation of a National Assembly for Wales. Al-Qaeda carries out a terrorist attack in Mostar, Bosnia and Herzegovina."
1705,1997,September,September 19  53 are killed in the Guelb El-Kebir massacre in Algeria.
1706,1997,September,"September 21  The Islamic Salvation Army, the Islamic Salvation Fronts' armed wing, declares a unilateral ceasefire in Algeria."
1707,1997,September,"September 25  Iraq disarmament crisis: UNSCOM inspector Dr. Diane Seaman catches several Iraqi men sneaking out the back door of an inspection site, with log books for the creation of prohibited bacteria and chemicals."
1708,1997,September,"September 26 Garuda Indonesia Flight 152 crashes while on approach to Medan, North Sumatra, during the 1997 Southeast Asian haze, killing all 234 people on board. This becomes the deadliest aviation accident in Indonesian history. An earthquake strikes the Italian regions of Umbria and Marche, causing part of the Basilica of St. Francis at Assisi to collapse."
1709,1997,October,"October 2  British scientists Moira Bruce and John Collinge, with their colleagues, independently show that the new variant form of the CreutzfeldtJakob disease is the same disease as Bovine spongiform encephalopathy."
1710,1997,October,"October 4  Loomis Fargo Bank Robbery: The second largest cash robbery in U.S. history ($17.3million, mostly in small bills) occurs at the Charlotte, North Carolina office of Wells Fargo. An FBI investigation eventually results in 24 convictions and the recovery of approximately 95% of the stolen cash."
1711,1997,October,"October 12  43 are killed at a false roadblock, in the Sidi Daoud massacre in Algeria."
1712,1997,October,"October 15 Andy Green sets the first supersonic land speed record for the ThrustSSC team, led by Richard Noble of the UK. ThrustSSC goes through the flying mile course at Black Rock Desert, Nevada at an average speed of 1,227.985km/h (763.035mph). NASA launches the CassiniHuygens probe to Saturn."
1713,1997,October,October 16  The first color photograph appears on the front page of The New York Times.
1714,1997,October,"October 17  The remains of Che Guevara are laid to rest with full military honours in a specially built mausoleum in the city of Santa Clara, Cuba, where he had won the decisive battle of the Cuban Revolution 39 years before."
1715,1997,October,October 29  Iraq disarmament crisis: Iraq says it will begin shooting down Lockheed U-2 surveillance planes being used by UNSCOM inspectors.
1716,1997,November,"November 11  Telecom companies WorldCom and MCI Communications announce a US$37billion merger to form MCI WorldCom, the largest merger in U.S. history."
1717,1997,November,"November 12  Mary McAleese is elected the eighth President of Ireland in succession to Mary Robinson, the first time in the world that one woman has succeeded another as elected head of state."
1718,1997,November,November 13  Ramzi Yousef is found guilty of masterminding the 1993 World Trade Center bombing.
1719,1997,November,"November 17  In Luxor, Egypt, 62 people are killed by 6 Islamic militants outside the Temple of Hatshepsut."
1720,1997,November,"November 19  In Des Moines, Iowa, Bobbi McCaughey gives birth to septuplets in the second known case where all seven babies are born alive, and the first in which all survive infancy."
1721,1997,November,"November 27  NASA's Tropical Rainfall Measuring Mission is launched, the start of the satellite component of the Clouds and the Earth's Radiant Energy System."
1722,1997,December,"December 1  In the Indian state of Bihar, Ranvir Sena attacks the CPI(ML) Party Unity stronghold Lakshmanpur-Bathe, killing 63 lower caste people."
1723,1997,December,"December 3  In Ottawa, Ontario, Canada, representatives from 121 countries sign a treaty prohibiting the manufacture and deployment of anti-personnel land mines. However, the United States, the People's Republic of China, Russia, South Korea and 32 other nations do not sign and/or ratify the treaty."
1724,1997,December,December 10  The capital of Kazakhstan is moved from Almaty to Astana.
1725,1997,December,December 11  The Kyoto Protocol is adopted by a United Nations committee.
1726,1997,December,"December 16  In Japan, over 700 children suffer epilectic attacks due to an episode of the anime Pokmon."
1727,1997,December,"December 18  In Australia, 20th Century Fox releases a feature-length film about a children's group named The Wiggles called The Wiggles Movie."
1728,1997,December,"December 19 Janet Jagan (widow of Cheddi Jagan) takes office in Guyana. James Cameron's Titanic, the then highest-grossing film of all time, based on the 1912 disaster and the 1985 discovery, premieres in the U.S. SilkAir Flight 185 crashes into the Musi River, near Palembang in Indonesia, killing 104."
1729,1997,December,December 21  Brazil beats Australia 60 in the Confederations Cup final.
1730,1997,December,December 24  50100 villagers are killed in the Sid El-Antri massacre in Algeria.
1731,1997,December,"December 27  Ulster loyalist paramilitary leader Billy Wright is assassinated in Northern Ireland, inside Long Kesh prison."
1732,1997,December,December 29  Hong Kong begins to kill all the chickens within its territory (1.25million) to stop the spread of a potentially deadly influenza strain.
1733,1997,December,"December 30  Wilaya of Relizane massacres of December 30, 1997: In the worst incident in Algeria's insurgency, 400 are killed from four villages in the wilaya of Relizane."
1734,1998,January,January 2  Russia begins to circulate new rubles to stem inflation and promote confidence.
1735,1998,January,January 4  Wilaya of Relizane massacres of 4 January 1998 in Algeria: over 170 are killed in 3 remote-villages.
1736,1998,January,"January 6  The Lunar Prospector spacecraft is launched into orbit around the Moon, and later finds evidence for frozen water, in soil in permanently shadowed craters near the Moon's poles."
1737,1998,January,January 8  Ramzi Yousef is sentenced to life in prison for planning the first World Trade Center bombing in 1993.
1738,1998,January,January 11  Over 100 people are killed in the Sidi-Hamed massacre in Algeria.
1739,1998,January,January 12  Nineteen European nations agree to forbid human cloning.
1740,1998,January,"January 17  The Drudge Report breaks the story about U.S. President Bill Clinton's alleged affair with Monica Lewinsky, which would lead to the House of Representatives' impeachment of him."
1741,1998,January,"January 22  ""Unabomber"" Ted Kaczynski pleads guilty in the United States, and accepts a sentence of life without the possibility of parole."
1742,1998,February,"February 3  Cavalese cable car disaster: a United States military pilot causes the deaths of 20 people near Trento, Italy, when his low-flying EA-6B Prowler severs the cable of a cable-car."
1743,1998,February,"February 4  The 5.9 Mw Afghanistan earthquake shakes the Takhar Province with a maximum Mercalli intensity of VII (Very strong). With up to 4,000 killed, and 818 injured, damage is considered extreme."
1744,1998,February,"February 722  The 1998 Winter Olympics are held in Nagano, Japan."
1745,1998,February,"February 16  China Airlines Flight 676 crashes into a residential area near Chiang Kai-shek International Airport, killing 202 people (all 196 on board and 6 on the ground)."
1746,1998,February,"February 20  Iraq disarmament crisis: Iraqi President Saddam Hussein negotiates a deal with U.N. Secretary General Kofi Annan, allowing weapons inspectors to return to Baghdad, preventing military action by the United States and Britain."
1747,1998,February,"February 22  The Palace 2 building collapses at neighborhood of Barra da Tijuca, in the Brazilian city of Rio de Janeiro, killing 439 people."
1748,1998,February,"February 28 A massacre in Likoshane, FR Yugoslavia starts the Kosovo War. A study led by Andrew Wakefield is published in The Lancet suggesting an alleged link between MMR vaccine and autism. Now known to be full of data manipulation, the study was instantly controversial and fueled the nascent anti-vaccination movement. Despite subsequent large epidemiological research found no link between vaccines and autism,[2][3][4][5] the study contributed  in the following years and decades  to a sharp drop in vaccination rates and the resurgence of measles in several countries.[6] The study, fully retracted in 2010, was later characterised as ""perhaps the most damaging medical hoax of the 20th Century"".[5]"
1749,1998,March,March 1  Titanic becomes the first film to gross US$1billion.
1750,1998,March,March 2  Data sent from the Galileo probe indicates that Jupiter's moon Europa has a liquid ocean under a thick crust of ice.
1751,1998,March,March 5  NASA announces that the Clementine probe orbiting the Moon has found enough water in polar craters to support a human colony and rocket fueling station.
1752,1998,March,March 11  1998 Danish general election: Prime Minister Poul Nyrup Rasmussen is re-elected.
1753,1998,March,March 13  The High-Z Supernova Search Team becomes the first team to publish evidence that the universe is expanding at an accelerating rate.
1754,1998,March,"March 23  The 70th Academy Awards ceremony, hosted for the 6th time by Billy Crystal, is held at the Shrine Auditorium in Los Angeles, California. Titanic wins 11 Oscars including Best Picture."
1755,1998,March,March 26  Oued Bouaicha massacre in Algeria: 52 people are killed with axes and knives; 32 of the killed are babies under the age of two.
1756,1998,April,"April 5  In Japan, the Akashi Kaiky Bridge linking Shikoku with Honsh and costing about US$3.8billion, opens to traffic, becoming the largest suspension bridge in the world."
1757,1998,April,April 6  Pakistan tests medium-range missiles capable of hitting India.
1758,1998,April,"April 10  Good Friday Agreement: 1 hour after the end of the talks deadline, the Belfast Agreement is signed between the Irish and British governments and most Northern Ireland political parties, with the notable exception of the Democratic Unionist Party."
1759,1998,April,April 20  The alleged date the German Red Army Faction (created 1970) is dissolved.
1760,1998,April,"April 23  The Yugoslav Army ambushes a group of Kosovo Liberation Army fighters attempting to smuggle weapons from Albania into Kosovo, killing 19."
1761,1998,May,"May 11 India conducts three underground nuclear tests in Pokhran, including one thermonuclear device. The first euro coins are minted in Pessac, France. Because the final specifications for the coins were not finished in 1998, they will have to be melted and minted again in 1999."
1762,1998,May,"May 1314  Riots directed against Chinese Indonesians break out in Indonesia, killing around 1,000 people.[7][8][9][10][11]"
1763,1998,May,May 14  Final episode of Seinfeld airs.
1764,1998,May,"May 19 The Galaxy IV communications satellite fails, leaving 8090% of the world's pagers without service. The wreck of the aircraft carrier USSYorktown, sunk during the Battle of Midway in 1942, is found near Midway Atoll by a team led by former US Navy officer Robert D. Ballard."
1765,1998,June,"June 1  European Central Bank established, replacing the European Monetary Institute."
1766,1998,June,"June 3  Eschede train disaster: an Intercity-Express high-speed train derails between Hanover and Hamburg, Germany, causing 101 deaths."
